ID_REF,GSM119628,GSM119629,GSM119630,GSM119631,GSM119632,GSM119633,GSM119634,GSM119635,GSM119636,GSM119637,GSM119638,GSM119639,GSM119640,GSM238799,GSM238800,GSM238801,GSM238802,GSM238803,GSM238804,GSM238805,GSM238806,GSM238807,GSM238808
208113_x_at,929.2016,816.33954,1251.4071,884.9554,1662.131,804.476,960.48914,1083.4376,1343.5917,974.3373,969.3987,735.76404,1060.5067,2303.36,2061.54,2262.95,2187,2085.98,2089.37,3134.56,1924.66,1686.04,2982.84
208704_x_at,2355.7075,1862.8903,1341.1938,2698.3572,3334.6523,3104.2368,1336.8394,3120.6138,2600.7075,3499.792,2884.95,1674.0781,3338.5625,811.192,747.949,903.676,641.035,428.367,364.756,320.167,227.367,442.596,926.971
208720_s_at,791.9961,907.9442,797.9023,833.0084,988.83246,652.7142,553.72174,716.3778,697.4351,754.01086,586.4973,946.86957,842.02545,376.887,336.643,331.56,283.861,123.568,292.84,167.421,226.117,376.528,291.784
208859_s_at,554.94415,622.16504,734.5553,281.54468,448.5669,334.20804,648.42004,430.07462,552.87396,255.52101,117.805725,339.32693,288.5089,1217.83,1259.32,1551.35,1173.39,1004.88,1475.44,1885.31,1798.84,1708.04,698.663
209023_s_at,171.5615,134.65556,199.27446,60.48873,161.2687,239.53455,131.45331,119.57595,98.04775,82.96328,93.76713,158.29121,146.71638,574.111,619.718,697.662,199.978,850.806,629.936,634.176,349.696,564.117,505.422
209088_s_at,247.7208,351.4277,348.60583,230.85767,183.0362,385.9936,402.33942,272.74985,205.33363,115.408325,126.217064,132.36058,118.87676,471.958,548.187,753.251,673.581,682.637,784.229,746.253,774.86,641.957,422.547
209204_at,166.45656,283.9605,190.4893,246.89162,81.203705,232.49222,337.4384,158.40213,223.70332,233.58163,268.0132,200.07916,194.34282,953.917,1163.25,812.329,1222.62,754.63,1184.82,562.688,1654.4,1099.8,768.875
209290_s_at,630.55597,470.04654,932.89307,755.62366,592.3679,514.3007,698.4561,719.94055,922.7203,499.11835,525.23083,873.0582,828.9701,1513.14,1390.16,1689.86,1387.81,871.34,1794.36,1552.04,1319.25,1293.35,1768.33
209411_s_at,147.19536,191.15282,63.48519,298.86365,164.80232,370.88504,332.67874,175.39902,141.37231,243.2177,211.53061,161.66006,256.7243,733.355,799.855,616.364,1363.64,1086.65,819.66,808.902,770.76,956.814,849.72
209659_s_at,1858.3031,2109.571,2330.3633,1695.1049,1818.9762,1617.404,1977.4103,1655.5269,1598.2261,1518.2924,1913.9789,2252.4695,1599.8604,1193.13,854.302,1042.03,934.782,807.314,1331.01,784.872,846.208,1232.88,1143
210825_s_at,11803.853,13190.886,9505.573,14150.972,11120.826,13828.932,13111.351,12409.02,12715.892,11310.023,12542.899,10401.948,12693.863,5327.73,8583.84,5557.61,9081.82,7563.93,6800.8,6972.26,6075.36,5782.88,5525.37
211993_at,169.59029,286.12796,154.02602,213.75447,167.94727,282.58612,226.98485,223.96106,136.82948,86.990395,145.7478,157.50667,114.12882,409.224,1086.76,1144.12,840.435,981.052,653.994,664.848,1285.4,718.844,856.736
212033_at,1530.2877,1160.3881,882.35974,1296.1917,1530.8308,1125.8474,868.63776,1467.2417,1592.627,1020.73065,935.7264,1186.7211,966.07275,467.574,385.62,345.087,333.349,248.154,411.621,313.923,444.291,527.265,298.754
212068_s_at,1417.5062,1678.4733,1127.8829,1779.8806,1503.282,1197.8925,1440.0728,1515.7614,1434.7709,1508.7816,1295.109,1412.4634,1479.6863,1002.81,853.243,1025.36,259.863,812.064,288.931,238.059,436.367,784.511,682.804
212079_s_at,11.499697,43.717728,13.254555,88.26819,91.97702,43.849945,88.787605,57.547127,43.385624,40.262486,60.28579,22.028564,10.468922,192.658,241.812,188.312,207.042,109.977,138.488,281.556,192.719,236.022,312.735
212130_x_at,3586.136,2416.7546,3247.4998,3238.753,4376.041,3486.5637,3210.3494,3382.825,3306.6038,4344.825,3610.741,3499.821,4241.4077,1244.66,1095.81,1351.58,691.269,1118.49,618.961,704.088,449.529,541.354,981.749
212227_x_at,2961.2632,1768.1592,2921.515,2782.569,3917.1638,2765.763,2584.6135,3026.149,2839.731,3839.2227,3198.6868,3133.8096,3968.0361,1109.92,887.979,1111.79,622.031,793.026,530.16,496.369,425.678,554.527,874.552
212765_at,5287.826,4703.92,3363.4102,5528.969,5595.4634,6014.7515,3564.168,5326.2373,5157.331,6554.9233,6033.6934,4679.3696,5646.27,2624.41,2806.18,3296.44,3159.43,2667.18,3053.04,2937.17,2635.02,1901.91,2075.07
212863_x_at,2271.0344,3231.7397,2051.8127,2575.4019,2466.5264,2984.5728,2867.6113,2563.462,2222.8186,2723.3713,2521.991,3234.0479,2557.211,1041.43,1533.01,1272.29,1475.9,1644.34,1248.1,1183.59,1616.77,1203.32,1423.11
213065_at,839.091,799.36945,571.37115,637.0861,656.645,737.7253,619.2486,821.6956,865.68713,679.82153,753.38727,865.9844,794.2265,278.144,403.245,360.935,262.318,305.294,500.344,344.141,293.676,339.152,354.688
213145_at,245.50179,314.2737,342.60962,360.69943,266.90204,311.13297,109.72393,278.248,229.96776,248.67593,324.42993,277.4852,326.38318,386.359,547.531,606.262,391.086,453.784,527.219,600.7,533.452,521.111,515.988
213507_s_at,3529.642,3795.047,2116.9404,3851.3137,3354.2466,3346.4517,2900.2253,3871.249,3110.7185,3428.4841,3169.8452,3429.0906,3849.804,2471.32,1874.2,1842.54,2122.59,2117.72,1460.66,1347.12,1796.95,1497.66,1806.29
213517_at,147.0856,27.11001,16.339529,55.10657,107.3579,232.9851,95.0563,102.90921,159.57407,63.945404,121.41782,193.87383,147.43684,250.999,376.823,343.764,375.577,315.692,300.328,472.456,509.199,302.505,311.505
213922_at,394.3604,148.93132,252.26083,249.47397,176.42221,909.8209,405.71228,328.8507,577.81,278.54416,236.99542,328.47745,329.33163,979.319,1470.24,1726.55,894.085,1246.85,1235,1390.17,1401.53,911.107,1259.07
213926_s_at,58.75511,114.64083,29.859371,84.48421,98.551254,114.64962,95.5896,43.23995,87.19204,30.10368,96.439865,55.972164,5.8124137,232.699,272.511,289.479,228.154,217.341,220.078,424.348,359.055,265.07,176.369
214314_s_at,218.76787,354.93878,420.5591,200.61685,160.50328,275.9209,353.36533,120.44343,231.65262,104.148056,193.48688,246.30988,142.38753,515.829,443.082,657.194,641.405,685.284,509.441,633.908,675.265,498.504,520.145
214501_s_at,377.15796,419.88165,253.38852,247.52182,436.7051,321.82605,306.98367,360.54245,383.10065,304.30087,257.30673,372.32742,267.81723,675.093,639.113,591.099,987.311,1082.06,676.453,1025.59,861.439,783.655,508.063
214595_at,92.825096,42.040173,214.45056,91.33045,156.55887,96.507095,218.53113,38.99565,85.7481,115.22298,90.60728,8.55524,56.034386,194.094,260.37,333.017,383.083,354.119,239.25,328.074,329.518,426.186,391.81
214659_x_at,196.0914,221.17796,333.67883,160.95018,110.911705,182.49747,214.79747,109.02143,177.25754,119.143135,104.26728,83.10144,83.456406,693.165,853.919,740.866,1065.82,855.962,663.199,1132.2,1209.1,726.934,757.084
214726_x_at,199.68694,254.48012,180.9514,177.97777,85.955826,221.82796,218.64694,171.04588,121.85474,171.3422,160.34534,72.97341,134.14017,580.702,537.437,527.528,443.207,508.358,353.28,646.231,363.934,361.605,530.608
214771_x_at,1405.3577,1506.3396,1096.3718,1980.75,993.1993,1574.4963,1020.58856,1564.0027,1291.0111,1753.5321,1554.4395,1156.7958,1719.4077,949.154,616.472,654.037,440.079,613.387,482.769,236.339,493.93,616.085,691.313
214799_at,167.8672,443.75427,188.59712,107.781784,93.61867,309.26706,165.34505,59.61601,125.7159,44.669525,102.15203,181.93661,77.36769,661.882,620.937,769.58,420.394,534.892,637.294,431.119,560.536,656.71,866.943
214806_at,185.91356,172.54073,130.36917,93.627,131.5693,157.32115,185.4848,65.446594,88.22261,65.25127,54.361366,37.18393,61.87217,428.203,251.561,354.873,383.086,271.356,331.316,430.862,597.612,292.017,358.912
215091_s_at,2539.9768,2522.9812,2525.3704,2566.7102,2304.5574,2652.6157,2253.3867,2511.1455,2610.0525,2513.9072,2247.6865,2611.005,2717.0718,2041.1,1359.58,2057.27,1645.52,1194.03,1027.75,975.064,1701.65,1257.99,1773.55
217077_s_at,340.11234,511.79724,313.1814,508.78732,442.4702,241.76746,459.84943,436.0556,378.8713,462.26175,438.85657,484.5836,488.2342,312.494,260.642,189.993,202.767,112.755,142.494,162.992,147.448,167.049,130.469
217538_at,64.262596,3.2132545,44.436657,17.531496,26.25787,26.50213,71.26919,2.8875456,9.770367,6.7847433,7.6073585,12.702161,8.589325,90.8971,99.4987,114.986,92.7721,148.376,128.504,140.05,131.807,84.0514,82.5836
217749_at,327.46725,224.74982,188.24805,401.7037,309.02206,409.44318,330.08112,237.81656,359.62448,386.35156,213.13597,236.97447,360.40686,43.3626,79.8234,22.4152,58.5153,114.127,73.9108,112.146,109.465,86.0899,62.3406
217815_at,471.18994,371.42157,297.28378,508.53885,584.72107,459.0439,395.07104,497.44482,559.0492,684.2231,529.67395,566.07324,564.9318,222.309,211.549,177.163,211.083,182.648,174.455,197.982,221.87,133.704,218.817
217860_at,1334.459,858.78394,669.2135,1090.8445,1022.4404,1135.3899,1227.3435,1465.2432,957.80695,1528.2236,1377.693,848.4505,1036.5264,500.803,296.438,383.948,275.01,129.796,209.005,345.658,362.928,344.791,411.083
217936_at,434.58807,428.65118,621.6694,439.7388,510.1772,497.22308,524.8791,514.9004,468.1963,391.09033,467.07254,355.5839,395.68594,119.006,237.077,184.626,114.19,228.397,73.6331,105.349,129.561,51.0087,169.251
218330_s_at,245.39577,422.57062,294.86603,247.19292,169.9627,277.60623,292.71097,239.10489,227.5525,318.77774,287.37515,217.66475,217.55315,744.031,862.577,891.481,670.139,1064.14,677.043,562.64,813.463,475.815,908.912
218381_s_at,120.15332,155.65558,147.28429,152.34149,81.798965,217.67873,374.17035,134.4663,95.0066,117.48258,117.60079,228.27438,150.33769,870.876,443.842,413.882,566.415,682.351,463.437,605.916,471.59,511.571,571.222
218521_s_at,272.19162,234.8023,397.51984,309.78333,206.6409,301.83496,290.92374,239.9117,247.41284,169.69095,190.54521,313.59845,158.5826,525.996,792.974,710.439,524.263,865.236,860.069,791.684,1062.33,927.528,443.804
218859_s_at,219.73087,177.56549,164.89897,191.56213,231.73659,336.57684,550.20667,309.18344,350.30725,94.72199,87.01731,181.26138,171.95198,717.718,758.59,755.121,808.57,601.499,495.327,969.985,1095.59,1000.26,605.486
