"","Gene","p.value","Adjusted.p.value"
"1","1007_s_at",0.000246274305996751,0.99999589388021
"2","1053_at",0.0190490974811171,0.99999589388021
"3","117_at",0.329861038343023,0.99999589388021
"4","121_at",0.0585835451730033,0.99999589388021
"5","1255_g_at",0.0216731273665904,0.99999589388021
"6","1294_at",0.0816525192066251,0.99999589388021
"7","1316_at",1.33894616582737e-08,0.000731064606541745
"8","1320_at",0.189101773005555,0.99999589388021
"9","1405_i_at",0.000830497967497746,0.99999589388021
"10","1431_at",0.47793209393191,0.99999589388021
"11","1438_at",0.746419879802087,0.99999589388021
"12","1487_at",0.577739877721015,0.99999589388021
"13","1494_f_at",0.0454864514612473,0.99999589388021
"14","1552256_a_at",0.949470742081174,0.99999589388021
"15","1552257_a_at",0.0108235704924689,0.99999589388021
"16","1552258_at",0.277233083760465,0.99999589388021
"17","1552261_at",0.956086046262791,0.99999589388021
"18","1552263_at",0.128338026231094,0.99999589388021
"19","1552264_a_at",0.767543454405002,0.99999589388021
"20","1552266_at",0.664262145232959,0.99999589388021
"21","1552269_at",0.655084603133285,0.99999589388021
"22","1552271_at",0.569893111055774,0.99999589388021
"23","1552272_a_at",0.0703383165427233,0.99999589388021
"24","1552274_at",0.00586543682514556,0.99999589388021
"25","1552275_s_at",0.000182805852986289,0.99999589388021
"26","1552276_a_at",0.992666117436028,0.99999589388021
"27","1552277_a_at",0.969991252641112,0.99999589388021
"28","1552278_a_at",0.351600044565357,0.99999589388021
"29","1552279_a_at",0.0996869081245522,0.99999589388021
"30","1552280_at",0.744647585373752,0.99999589388021
"31","1552281_at",0.174762790711877,0.99999589388021
"32","1552283_s_at",0.85733852996934,0.99999589388021
"33","1552286_at",0.989396922653786,0.99999589388021
"34","1552287_s_at",0.511379044633836,0.99999589388021
"35","1552288_at",0.127877996350631,0.99999589388021
"36","1552289_a_at",0.0465615527481093,0.99999589388021
"37","1552291_at",0.00264059322355828,0.99999589388021
"38","1552293_at",0.026035404510262,0.99999589388021
"39","1552295_a_at",0.692923486983448,0.99999589388021
"40","1552296_at",0.427788882485227,0.99999589388021
