"","Genes","FC.Value","log2.of.FC"
"1","202082_s_at",3.10782516305176,1.63590534432056
"2","203645_s_at",5.29887804994858,2.40568692512442
"3","213519_s_at",6.21782274996597,2.63640949069154
"4","222565_s_at",7.54003847800589,2.91457188581312
