ID_REF,GSM300173,GSM300177,GSM300181,GSM300186,GSM300189,GSM300192,GSM300196,GSM300204,GSM300208,GSM300214,GSM300218,GSM300222,GSM300228,GSM300230,GSM300234,GSM300238,GSM300242,GSM300248,GSM300252,GSM300258,GSM300261,GSM300267,GSM300271,GSM300275,GSM300279,GSM300285,GSM300289,GSM300293,GSM300297,GSM300300,GSM300304,GSM300308,GSM300312,GSM300316,GSM300320,GSM300324,GSM300328,GSM300332,GSM300338,GSM1176196,GSM1176197,GSM1176198,GSM1176199,GSM1176200,GSM1176201,GSM1176202,GSM1176203,GSM1176204,GSM1176205,GSM1176206,GSM1176207,GSM1176208,GSM1176209,GSM1176210
209374_s_at,0.87123835,0.81668353,0.7981142,0.9160428,0.8496646,0.8679594,0.8798213,0.8620883,0.8466268,0.75993675,0.8681231,0.89083713,0.8952142,0.8371039,0.8480646,0.8084113,0.87469435,0.82007754,0.8247288,0.93189377,0.82956284,0.8081068,0.87998724,0.8722245,0.86910594,0.80218685,0.9059105,0.86681455,0.93418074,0.797813,0.8891594,0.8259737,0.87123847,0.88114905,0.89050126,0.75195575,0.82737654,0.8273764,0.8669784,1.000228,0.95040953,0.9758273,0.9376966,0.93688965,0.93362564,0.9782225,0.96722007,0.9462971,1.0234998,1.1493202,0.97288865,0.99028325,0.9681643,1.0024931
209640_at,0.5721595,0.5100035,0.585913,0.9743906,0.9137209,0.6429805,0.9758609,0.6283605,0.7120206,0.6647982,0.6505402,0.65781665,0.6223481,0.6184883,0.62352264,0.61616045,0.7392403,0.63455105,0.79789364,0.6056801,0.5412076,0.69622433,0.62234825,0.64431536,0.567326,0.59875476,0.8997042,0.62493455,0.61442095,0.5974017,0.6526287,0.62788695,0.6337141,0.64955956,0.65287465,0.6165092,0.6123394,0.65447664,0.56529766,0.4862438,0.47268558,0.58956295,0.5541011,0.49512416,0.5731888,0.4857853,0.42927393,0.47698253,0.5043566,0.426933,0.49075598,0.4960581,0.4875768,0.4385167
210116_at,0.7766423,0.73255426,0.74917424,0.8490789,0.766316,0.78444135,0.79786485,0.7759102,0.783998,0.72172457,0.7857736,0.80466235,0.82649416,0.733383,0.76213807,0.7382381,0.79396313,0.77722836,0.74593264,0.839845,0.74508935,0.72746205,0.793365,0.7826687,0.79666245,0.71751904,0.81274295,0.7589831,0.841589,0.72172475,0.79801553,0.74172604,0.77576417,0.7927665,0.8199762,0.729797,0.74663645,0.7455112,0.78119457,0.70382196,0.71263385,0.6973496,0.73350734,0.682137,0.7606435,0.7095505,0.70024854,0.6829085,0.7310038,0.69906104,0.7114258,0.7153258,0.74300563,0.7384836
211234_x_at,0.7987408,0.7518374,0.7638382,0.8205668,0.781905,0.79708594,0.8085888,0.7857466,0.78175765,0.73793507,0.7976873,0.8861747,0.779256,0.7596735,0.77646995,0.7478789,0.79994625,0.79393643,0.75938696,0.8517755,0.7568146,0.7425404,0.8075224,0.8013048,0.8038771,0.73974603,0.8277144,0.8034223,0.8322517,0.6790645,0.8127157,0.7588146,0.8130214,0.81210244,0.81532407,0.74999684,0.75967366,0.7582428,0.7988915,0.943588,0.9446559,0.9270131,0.9382968,0.8996387,0.7659021,0.9176241,0.9271889,0.9004865,0.98150927,0.9257909,0.945012,0.94181055,1.0421834,0.95919204
211295_x_at,1.0004117,0.9575993,0.94933057,1.0739003,1.1551801,0.86491007,1.0150403,0.9970222,1.1878654,0.9459361,1.010077,1.0351381,0.99383235,0.9699543,0.98024905,0.9521982,1.0306594,1.0011665,0.9606729,1.0682461,1.067441,0.939538,1.098472,1.0140837,1.0182987,0.9411333,1.042974,0.9861798,1.0904254,0.9105901,1.0273619,0.9579602,0.998151,1.0279422,1.0293002,0.94700664,0.9623047,1.1716299,1.0004119,0.9070119,0.89512074,0.9063276,0.90710187,0.8865561,0.9403041,0.8895693,0.89208883,0.8782379,0.93197256,0.89394003,0.9041094,0.91387725,0.9349819,0.9247963
211318_s_at,5.617829,5.428342,4.3975673,5.093227,5.7139587,5.331985,7.5471907,7.608617,5.069282,4.1144357,7.175342,6.810252,3.3609183,8.173696,4.762619,7.7140574,6.607891,5.251181,3.756337,10.495063,3.8459105,3.4068515,8.025584,9.256701,7.6633244,5.867886,10.420153,7.6864696,9.044523,4.128423,9.012188,5.6157103,5.9750495,8.978258,10.2294,5.1911387,5.067371,3.8430123,6.138326,0.85519487,0.7026693,0.711466,0.67262954,0.6406668,0.9299284,0.7504562,0.8045215,0.75599414,1.1187605,0.62045866,0.628346,0.9650435,1.4746716,0.5298872
211407_at,1.2193167,1.118242,1.1915926,1.3280241,1.1572767,1.3059275,1.3143255,1.2644985,1.4983263,1.2376126,1.2922133,1.3235258,1.4154024,1.2469807,1.3717935,1.3905401,1.3046973,1.2936755,1.2317929,1.3676612,1.2465104,1.2012917,1.3103669,1.3227772,1.3489686,1.144907,1.2846838,1.3824375,1.3589233,1.2051479,1.3813963,1.2225392,1.3406016,1.2953833,1.3096263,1.190694,1.2817804,1.3215315,1.5085298,1.461847,1.5695271,1.5183033,1.3342226,1.6301441,1.3327094,1.5906768,1.5145884,1.6009053,1.7133294,1.5060453,1.6042287,1.5237522,1.7020793,1.6574135
211619_s_at,0.71582085,0.6231978,0.66608214,0.7017901,0.664953,0.68338096,0.6918068,0.6157232,0.66520387,0.63398135,0.68273723,0.70060056,0.8016989,0.6290997,0.66482776,0.6151433,0.69245917,0.80746275,0.80654985,0.768693,0.655988,0.63865995,0.6885538,0.68312347,0.73275167,0.59093136,0.7097739,0.77802414,0.72083145,0.63171446,0.6434948,0.6482429,0.6683462,0.6854453,0.688554,0.51031435,0.6337424,0.65834194,0.6696077,0.835268,0.8582539,0.81535256,0.82554257,0.97785383,0.7700194,0.82774353,0.812132,0.77693665,0.86263394,0.83353734,0.8347956,0.83763313,1.1909708,0.8685084
211845_at,0.53205615,0.49648857,0.51702607,0.5967873,0.5352757,0.54453784,0.49229437,0.5420792,0.51149994,0.49044165,0.5427956,0.5979134,0.58718944,0.52340066,0.5329598,0.4690107,0.5614252,0.5027995,0.5160521,0.5984771,0.5230062,0.508136,0.5491772,0.53456974,0.5608964,0.47793669,0.5797102,0.571463,0.59768814,0.4950865,0.5661019,0.5161496,0.5558434,0.57611436,0.5628029,0.4976129,0.5169287,0.5212344,0.5477298,0.62674046,0.65723443,0.63999367,0.5765825,0.61852413,0.6155909,0.66483617,0.65562594,0.62132865,0.6877844,0.6483734,0.675321,0.6534044,0.6267554,0.68120307
212833_at,0.8401213,1.1077788,0.7616695,0.62961125,0.38088423,1.2536119,1.0423346,1.2388105,0.9021748,0.6554083,1.2085909,1.436406,0.2986014,1.1174273,0.9950987,1.3022724,1.6749641,0.7636824,0.531255,1.6972145,0.5757892,0.41452917,1.2175096,1.0368476,1.3081788,0.87273175,1.867093,1.327307,1.7584473,0.65306497,1.6196903,0.83208203,0.9553899,1.6680313,1.543667,0.6237043,1.0049014,0.6115949,1.419714,13.239019,12.052627,7.194304,10.55993,6.7235117,13.671681,9.194088,10.614465,10.881919,21.642365,9.2567,11.359863,10.437848,24.7272,7.171288
213755_s_at,1.0393031,0.9654483,1.002545,1.1156479,1.0089923,1.0588826,1.0666969,1.0642859,1.0225887,0.9371143,1.0554945,1.1089383,1.189725,1.0158631,1.0652903,0.93024933,1.1089381,0.99426323,1.0029231,1.1741279,1.0057634,0.9806739,1.0636843,1.0519187,1.0765961,1.0067123,1.1089385,1.0084211,1.1200743,0.9779046,1.1037242,0.997455,1.0588824,1.0935745,1.0794415,0.9931393,1.0040587,1.0243251,1.0499376,1.317503,1.2965581,1.2502297,1.1744087,1.2089729,1.2359622,1.2953365,1.2873038,1.1980813,1.3443496,1.2970469,1.3451097,1.2812499,1.2725037,1.3350048
213985_s_at,0.8644699,0.8095756,0.8340528,0.91995955,0.7355001,0.8260723,0.8976872,0.86593777,0.77128613,0.7517619,0.81386024,0.94813234,0.88125396,0.83609945,0.91390955,0.8001675,0.8859184,0.80167747,0.8326388,0.93852854,0.8367303,0.80911785,0.8880923,0.94296277,0.91150045,0.7499216,0.9185736,0.892624,1.1743498,0.80167764,0.9154619,0.8235842,0.86593795,1.0355866,0.8987035,0.8137066,0.83358157,0.8397328,0.87628424,0.7121306,0.724726,0.70677996,0.759294,0.6072607,0.8069911,0.72240716,0.7186041,0.6887594,0.7532835,0.71630424,0.77080953,0.72267944,0.82240444,0.76357794
214301_s_at,0.6926479,0.6538212,0.6190349,0.6673955,0.67320853,0.65480787,0.6684028,0.64500594,0.64561456,0.5937732,0.62796813,0.67295486,0.7139941,0.69513375,0.6382326,0.6195016,0.6936938,0.6322446,0.8173333,0.6867969,0.606101,0.58356357,0.6560434,0.64890933,0.651115,0.6126492,0.68022555,0.79980385,0.68550366,0.6341545,0.6655113,0.6305781,0.6525896,0.67080116,0.650379,0.62525094,0.6601376,0.62513334,0.6836965,1,0.8648802,1.0230731,0.78983474,0.8218034,0.8372295,0.76469994,0.90644825,0.7866335,0.8982825,0.83712703,0.8630883,0.80326825,0.8844501,0.94625956
214339_s_at,1.121715,1.1567202,1.1383313,1.3843802,1.0960034,1.2132285,1.1551944,1.198,1.1604333,1.094558,1.134903,1.4083353,1.453654,1.3082563,1.2627004,1.142416,1.2235651,1.796417,1.4509159,1.2277242,1.1374732,1.1593397,1.2277242,1.2143729,1.2302729,0.8039127,1.2029805,1.1659147,1.2881877,1.4760221,1.2307372,1.1409096,1.2281871,1.2095743,1.2473215,1.1090981,1.1469486,1.3136935,1.1370447,0.97645384,0.98347384,1.0257015,1.0216572,0.96528924,1.0439333,1.0107291,0.9823628,1.0565145,1.0305476,0.98328865,1.057312,1.0054077,1.1658947,1.1033337
214580_x_at,1.631166,1.4976443,1.418765,1.8981298,1.5391488,1.5660769,1.5901756,1.7205552,1.53018,1.4265428,1.566077,1.6028168,1.9514683,1.5092652,1.5209767,1.3912183,1.6097816,1.3073039,1.4891974,1.6976794,1.4976444,1.4597338,1.5838923,1.5604774,1.5928758,1.405984,1.9150243,1.5027348,1.6503443,1.438154,1.6076591,1.4990569,1.5660769,1.6747909,1.5940775,1.4403243,1.4920082,1.813135,1.5743659,1.0518187,1.0313969,1.0740604,1.0387803,1.1579705,1.08889,1.087919,1.2406921,1.0392039,1.1235625,1.1588432,1.0329534,1.0928522,1.1107382,1.112182
214614_at,1.1878514,1.0918521,1.1216879,1.2529471,1.165667,1.175155,1.2024971,1.17272,1.1413124,1.0668249,1.1787053,1.2189311,1.7017599,1.1308177,1.1571286,1.0658196,1.2118278,1.1484348,1.1280493,1.2746277,1.2541292,1.4684929,1.1889716,1.1751554,1.2093173,1.0522435,1.2430662,1.1320972,1.2806499,1.0753053,1.2131997,1.113681,1.230011,1.22054,1.2365214,1.1145208,1.1214765,1.1331652,1.1860614,1.016889,1.0537752,1.0498087,1.0290293,0.99451756,1.1055287,1.05457,1.0458589,1.007918,1.103381,1.049809,1.0734248,1.0573567,1.1196318,1.0885049
215189_at,0.8827231,0.93743855,0.9533,1.0110548,0.97254217,0.9951699,1.326652,0.97400963,1.2428772,0.9502495,0.99423236,1.0576524,0.95437884,0.899353,0.9661463,0.8487783,0.95222247,0.9860191,0.944356,1.0435894,0.81368136,0.86819947,0.9234061,1.0503006,1.2251966,0.9300451,1.0634509,0.9756638,1.0483224,0.990864,1.0076302,0.9402703,0.97732073,1.1126722,1.170114,1.128304,0.94917554,0.9429331,1.0787973,0.7614048,0.7635608,0.7524144,0.96690875,0.73752856,0.9306529,0.71953654,0.7351687,0.693565,0.77912,0.7431107,0.77035654,0.6601396,0.96599495,0.75355065
215827_x_at,0.66698605,0.6440032,0.6395265,0.6997019,0.6578697,0.6752096,0.68109065,0.66247433,0.6629744,0.6378408,0.5510323,0.69300675,0.6733028,0.6460704,0.65774584,0.62640065,0.6809622,0.671022,0.68443704,0.7190928,0.63856256,0.6255747,0.67852753,0.67292225,0.68121904,0.6114659,0.7015515,0.6632242,0.72153735,0.64546144,0.6951005,0.63627946,0.75550324,0.6875408,0.6898782,0.62181187,0.78143364,0.6835347,0.67051625,0.80355185,0.79766536,0.7946629,0.68975145,0.7599394,0.7318327,0.79286754,0.761517,0.7606556,0.83301353,0.79316664,0.9591681,0.80856633,0.9076532,0.8250426
216138_at,1.3368185,1.246043,1.2888091,1.5445031,1.2531098,1.4371842,1.3527906,1.3005241,1.3150713,1.2223108,1.3343003,1.36947,1.4584743,1.3155671,1.4034482,1.1085877,1.3499882,1.3066686,1.2690381,1.6294514,1.3824396,1.2397164,1.3494791,1.4672997,1.3535558,1.2172518,1.3699869,1.5003065,1.4183432,1.2512213,1.3568776,1.2740729,1.3116047,1.3689529,1.3710198,1.2359821,1.2611681,1.2357496,1.3320384,1.099223,1.1281959,1.0880886,1.27965,1.0641514,1.1703283,1.0928172,0.9954502,1.0613457,1.1401697,1.0990152,1.0977731,1.105457,1.2085824,1.1237382
216340_s_at,1.739801,1.9551517,1.9603183,2.400726,2.390338,2.0410228,2.0861502,2.0468018,1.7153747,1.8399943,2.420267,2.1023378,2.1371033,1.8323787,2.3434885,1.8941976,2.18024,1.8981298,1.9514683,2.1455803,1.965499,1.913219,2.0771239,2.0464172,2.0845773,1.8083558,1.8778433,1.8640853,2.1959157,1.8909866,2.1872394,1.9496301,2.1781852,2.1508453,2.1839428,1.8690118,1.9466922,2.1480088,2.0728207,1.2605268,1.2859696,1.2569662,1.3267053,1.4871566,1.4105796,1.1669847,1.2784766,1.2086309,1.3470142,1.2698278,1.3089619,1.0702469,1.4677525,1.3251008
216490_x_at,0.93510485,0.9568615,0.9900764,1.3628477,1.0347311,0.9811571,1.0943204,1.0102507,0.9883981,0.9610198,1.0285074,1.020204,1.1786999,0.99362886,1.0478839,0.99738234,1.0708504,0.9388145,1.0382483,1.0830318,0.9833795,0.9525425,1.034146,1.0230927,1.1197814,0.8495439,1.1115792,0.8758902,1.1430303,0.9298312,1.0445313,0.9798633,1.1562508,1.0863036,1.0592053,0.9050987,0.9263318,0.9964429,1.0620043,0.4354509,0.48999667,0.44457507,0.40551296,0.5714832,0.4540043,0.5051924,0.4870498,0.4684968,0.50978464,0.47507867,0.5326768,0.46991217,0.43360353,0.58798534
216495_x_at,0.99059224,0.955558,0.9691648,1.4488974,1.0149788,1.0088742,1.0450754,0.9915265,0.9855635,0.911566,1.0081139,1.0393776,1.1472969,0.97447735,1.2197914,0.94427556,1.0216981,0.99546015,0.9595291,1.0209279,1.0257512,1.0178536,1.0186211,1.0033733,1.0693905,0.7866137,1.0486284,0.8965675,1.1127877,0.91725475,1.0269126,0.9449876,1.0874852,1.0261378,1.0659686,0.8765121,0.86551076,1.0056463,1.0411422,0.7981675,0.7998245,0.7810487,0.80911326,0.7637222,0.9449053,0.7817857,0.7792846,0.76429784,0.9136896,0.780019,0.8521278,0.79786634,0.9117131,0.8388977
216530_at,0.863235,0.8157677,0.80598414,0.8666594,0.84027404,0.8417009,0.8620966,0.83459,0.8333327,0.7969186,0.85079455,0.8686225,0.9151884,0.8111668,0.8259815,0.79812115,0.88365287,0.8228729,0.79947656,0.94108295,0.80385953,0.7940691,0.86063504,0.84535855,0.8504739,0.79317147,0.8785038,0.83113587,0.8925265,0.7993258,0.86112237,0.80872375,0.8356924,0.7898883,0.8544918,0.7973691,0.79782075,0.8064401,0.8316063,0.53587645,0.545766,0.54453236,0.6346977,0.52785516,0.658054,0.53840786,0.5388143,0.5079394,0.5627976,0.5361793,0.54340464,0.5460746,0.6484138,0.5621612
216853_x_at,0.72229075,0.6768074,0.69386125,0.75089353,0.70069695,0.72652435,0.7334053,0.7157839,0.7078668,0.66529536,0.7255664,0.74258804,1.0156467,0.6970078,0.7068,0.65213203,0.7410493,0.67184925,0.68825895,0.79129744,0.68890816,0.67362505,0.7339584,0.72817004,0.7350665,0.66141856,0.8059013,0.7006968,0.7984908,0.67045754,0.7400724,0.6876107,0.7195726,0.743428,0.74595547,0.67324394,0.6909897,0.68864864,0.7207947,0.9792914,1,0.98076874,0.91334176,0.955943,0.9242942,0.99061817,0.9850317,0.958288,1.0310125,0.98113906,0.9952977,1.003399,0.9487451,1.0159625
219422_at,1.0421973,0.95598495,1.0475156,1.3062803,1.0279523,1.2027494,1.0753287,1.0808156,1.1510609,1.008374,1.062232,1.0712817,1.0869461,1.0034431,1.0355383,0.9486238,1.0698687,1.0179241,1.0844904,1.1811769,1.0098958,1.0857167,1.0755312,1.0423936,1.0763426,0.9714275,1.1404766,1.0566385,1.1599917,0.9845176,1.0875614,1.0089442,1.0404303,1.0869457,1.347045,0.9705117,1.0112298,1.0148584,1.0596317,0.897902,0.9693269,0.9247006,1.0162717,0.89317477,0.9930828,0.92994565,0.90606457,0.899935,0.9566187,0.9089724,0.9676829,0.9295948,1.0538684,0.97721654
219554_at,0.863716,0.88564646,0.8237971,0.843759,0.8436001,1.1146746,0.8674693,0.8557736,0.77732515,0.782176,0.85706574,0.88264614,0.7812916,0.83050245,0.83710456,0.80993736,0.87156725,0.851429,0.966426,0.9088184,0.7939124,0.8202327,0.8737063,0.79736257,0.8674696,0.777032,0.90556985,0.84296376,0.8439184,0.9892841,0.88681626,0.816376,0.80445904,0.9644238,0.8819809,0.80841166,0.7509648,0.8416937,0.77556854,0.3958442,0.4102028,0.48945805,0.5146102,0.4908446,0.51881427,0.40292156,0.40246618,0.3935374,0.41903526,0.43892643,0.4060479,0.3816281,0.5420945,0.58150005
220003_at,1.4877639,1.4064859,1.4721397,1.5952469,2.446826,1.5577995,1.5820687,1.4877629,1.5160784,1.456405,1.4479182,1.5749273,1.6204045,1.5046884,1.5241028,1.4586025,1.6015748,1.5103724,1.479931,1.9404231,1.751282,1.4790947,1.566635,1.6678252,1.5982573,1.6440992,1.6453397,1.7930421,1.6400745,1.4051598,1.5698882,1.4665993,1.5764118,1.6271396,1.610659,1.4112657,1.4765873,1.477701,1.5411495,1.3136795,1.3028272,1.2653071,1.2221798,1.4400007,1.2977257,1.3760387,1.2910914,1.2311872,1.3680205,1.290604,1.3364106,1.3208809,1.1915839,1.3500853
220593_s_at,0.7324345,0.7580016,0.7630196,0.9413361,0.80894136,0.8260476,0.8419272,0.8068089,0.80225897,0.7496169,0.82916826,0.8478207,0.6743839,0.7953314,0.8104679,0.7491929,0.8489402,0.79833585,0.7843129,0.8754325,0.81783503,0.7920399,0.8376527,0.8301069,0.8324574,0.73797846,0.8585978,0.80453056,0.5906756,0.8457451,0.85295105,0.7730099,0.8382844,0.8307326,0.85246885,0.7592885,0.63814306,0.8263593,0.832144,0.6608762,0.6225376,0.6266585,0.58679706,0.6180941,0.7158927,0.64816695,0.64172304,0.60941553,0.6671351,0.6456058,0.7485823,0.695649,0.63967186,0.65331954
220896_at,0.522862,0.49832076,0.49982616,0.6208341,0.52109087,0.52960813,0.5331143,0.5197171,0.5179568,0.4721637,0.5292089,0.54213476,0.5366436,0.50799596,0.51493853,0.44460496,0.53593594,0.5030402,0.503135,0.60057247,0.50551194,0.49197328,0.53867084,0.5255304,0.5530775,0.4420141,0.5736804,0.5194233,0.5761731,0.4864395,0.56712085,0.4999205,0.5361379,0.57173645,0.540502,0.4899368,0.4995437,0.5028505,0.52335525,0.6025208,0.59788156,0.5801161,0.5936522,0.58252764,0.6465328,0.5957438,0.5940618,0.56585807,0.62922126,0.5929425,0.6022936,0.60240704,0.67210174,0.6293399
221379_at,1.1065685,1.0341539,1.05662,1.1883029,1.0924733,1.0881566,1.1153653,1.0994977,1.0854931,1.0263846,1.1210569,1.1359497,1.1238079,1.0670292,1.0799819,1.011783,1.1350931,1.0910324,1.0463122,1.1742725,1.0584142,1.0306503,1.1242318,1.112845,1.1359496,1.0068357,1.1402411,1.0668279,1.175159,1.015414,1.1164174,1.054829,1.120423,1.1477888,1.1088659,1.0240648,1.0552267,1.0838572,1.112006,1.0251982,1.0022652,1.0522189,0.9607658,0.97175163,1.012845,0.9868903,0.9937988,0.97689426,1.0329584,0.99155253,1.0144315,1,1.0282916,1.0205699
221975_s_at,1.0594451,0.88555396,1.0055392,1.1754167,1.1573858,1.0662578,1.1099458,1.0522788,1.0322378,1.0974613,1.1919297,1.0881902,1.1484736,1.0233244,1.0493077,0.922707,1.1332035,1.0287405,0.96069425,1.2261165,0.926542,0.9588849,1.0810337,1.0694791,1.0753422,0.98583025,1.2732313,1.0414243,1.1450155,0.91267276,1.0834825,1.0080067,1.055458,1.0698823,1.0896273,1.1232064,0.95455617,1.0481213,1.0550601,0.84280646,0.951961,0.9636975,0.8977898,0.8638805,0.9559938,0.94766337,0.94712824,0.89775085,0.98705053,0.933654,0.956819,0.9687986,0.9658109,0.98854
221982_x_at,1.5711815,1.4526683,1.6241893,1.7128737,1.5291021,1.5540957,1.8599657,1.5685177,1.5573223,1.483667,1.5854648,1.628789,1.7122289,1.5256466,1.5634998,1.113372,1.6004803,1.5783073,1.473909,1.6714045,1.5392245,1.7573596,1.6186869,1.5573224,1.7382482,1.2197423,1.6367935,1.760343,2.0457478,1.5836723,1.6056187,1.5087712,1.5570278,1.7304001,1.5950588,1.4444753,1.5093404,1.4803145,1.5806899,1.3556088,1.484002,1.4385498,1.3637706,1.3163214,1.3916616,1.3579104,1.3707718,1.3017602,1.4124829,1.35229,1.3853194,1.3579103,1.4366066,1.4013427
222075_s_at,1.3572054,1.2758234,1.3546492,1.8788003,1.3470095,1.3554155,2.4201329,1.3703172,1.3371419,1.2498736,1.3721273,1.4197567,1.4128143,1.3326117,1.3270968,1.2636148,1.4186862,1.337646,1.2974101,1.7143086,1.2952107,1.2886351,1.3985044,1.8123515,1.4218996,1.7492418,1.4426916,1.6099951,1.7648103,1.2407174,1.4248518,1.295944,1.6036334,1.4437786,1.5997089,1.7014298,1.2932595,1.2168578,1.3877366,1.2028713,1.1178141,1.053563,1.0008861,0.7665444,1.0738701,1.0948716,1.0683652,1.0203328,1.1205572,1.0587401,1.0766546,1.0748292,1.126737,1.1841958
222089_s_at,0.81116724,0.8165376,0.7984228,0.9162245,0.9432152,0.8371122,0.8803277,0.8593382,0.8421777,0.7994773,0.84519964,0.97356683,0.8878277,0.82722855,0.941794,0.72975713,0.86813176,0.8374278,0.8377437,0.9043832,0.8252034,0.93049866,0.8707544,0.86404985,0.8831538,0.7763071,0.921769,0.8399573,0.91484404,0.9433929,0.87718034,0.8182325,0.98910695,0.87916654,0.8737142,0.80659246,0.75324035,0.8278526,0.9361292,0.58965015,0.5784196,0.58159024,0.5918902,0.5708369,0.5975165,0.6465935,0.5863248,0.5524147,0.6203244,0.58400774,0.5886503,0.599853,0.63097817,1.0196291
222178_s_at,0.18463552,0.173172,0.17636788,0.19567385,0.18094835,0.18187171,0.18701774,0.1826964,0.18077788,0.16837524,0.18421827,0.1891452,0.18818481,0.17726791,0.17881197,0.16736245,0.19054103,0.17931825,0.17487797,0.20542651,0.17520799,0.17077291,0.18596299,0.18533304,0.18996714,0.15771298,0.19652428,0.17630135,0.19917239,0.16859755,0.1890027,0.17435129,0.18932354,0.1940574,0.18932359,0.16929822,0.17600256,0.17680068,0.18473998,0.5783741,0.62614983,0.60697204,0.5574877,0.60105133,0.5885971,0.6314845,0.6210948,0.5917192,0.64837354,0.61434007,0.63219905,0.6255598,0.6007479,0.6524198
222733_x_at,0.9499007,0.8563413,0.8872363,0.95980114,0.9077079,0.92480844,0.9699875,0.901058,0.9116525,0.9228926,0.92637897,0.95025873,0.91855294,0.89294136,0.9017384,0.875274,0.9996921,0.88907796,0.974938,0.97935873,0.8899165,0.86201006,0.8428865,0.930931,0.93374324,0.8568253,0.94703984,0.90105826,0.9786208,0.86379933,0.9025887,0.8812349,0.90395075,0.9418757,0.94561243,0.873955,0.8825652,1.0076393,0.90736586,0.86146414,0.84840894,0.9105591,0.81242025,0.85579854,0.81334394,0.8380758,0.833821,0.81164175,0.8305259,0.8767008,0.84681064,0.8204109,0.8639441,0.8617887
223540_at,1.2107526,1.0548837,1.067286,1.1482816,1.09253,1.1070434,1.1287501,1.100177,1.0917065,1.0338174,1.1133224,1.4406047,1.1319466,1.0666826,1.2746984,0.99687755,1.1332276,1.0993483,1.0594674,1.1827768,1.0604665,1.0353781,1.1293886,1.1185819,1.1315199,1.0318702,1.1580651,1.0851399,1.2809616,1.0168077,1.1422368,1.0590682,1.1129024,1.145039,1.1409451,1.0426253,1.0540887,1.0608668,1.1508828,1.4109738,1.4291781,1.404868,1.1898587,1.3693074,1.2737277,1.4061934,1.4032815,1.3574828,1.6677936,1.3966818,1.4307954,1.4286387,1.2926638,1.4478908
223541_at,1.2026497,0.9779621,0.97777736,1.0926085,1.2174779,1.023999,1.1081678,1.0211068,1.0203378,0.9315327,1.0257381,1.0188001,1.031361,0.98722386,0.9757527,0.8997728,0.95626676,1.1726483,0.925406,1.0827658,0.9811011,0.9569876,1.1623038,1.1592405,0.87188685,0.91966707,1.0645498,0.98017657,1.082358,0.9072678,1.0419147,1.0774716,0.99170053,0.911382,1.0611432,0.96586865,1.427191,1.467019,1.0327232,0.88007885,0.90959823,0.89750385,0.90409917,0.9663444,0.93329895,0.9413494,0.89379007,0.8804105,0.93163955,0.89463234,0.90259457,0.9156199,0.97002554,0.9109713
223733_s_at,2.167715,2.0068524,2.1029084,3.2980459,1.8314949,2.3968558,2.75257,2.2231734,2.6337805,2.2433841,2.1632257,2.5368013,3.0104342,2.079255,2.6402435,2.2908235,2.0205183,2.2450767,2.2048092,2.365878,2.417732,2.0148134,2.4022841,1.8404944,2.193616,2.2286305,2.258237,2.2378917,2.3833382,2.67885,1.9850283,2.3012125,2.3029485,2.66927,2.4809906,1.8986447,2.1878333,2.2294705,2.3203816,1.8210495,1.6435446,1.790073,1.6496488,1.7796444,1.5844916,1.927375,1.8560567,1.6506863,1.6935564,2.1753545,2.0055885,1.8022643,1.8222703,1.7669392
223759_s_at,1.117079,0.9240969,1.0830696,1.2955015,1.1843097,1.1368372,1.143932,1.1246858,1.2224199,1.1543305,1.1650435,1.1679024,1.5943463,1.092297,1.1059731,1.0310669,0.99986464,1.0986996,1.0824572,1.2159836,1.1291478,1.2111795,1.1530257,1.139842,1.1714306,1.0154417,1.1809659,1.1221445,1.215755,1.0467352,1.1771867,1.0796038,1.1255348,1.1560726,1.1589099,1.4033078,1.0849091,1.084091,1.125535,1.0142401,0.9921135,0.97818375,1.0376716,1.0081404,1.1070367,0.98021495,0.979846,0.94893986,1.0490508,0.937029,0.98076934,1,1.0023586,1.0269387
224672_x_at,1.367373,1.3390566,1.3115735,1.4425789,1.2819929,1.3915582,1.4044727,1.0547376,1.3899852,1.2668563,1.4231303,1.4116399,1.2936461,1.344368,1.3000033,1.2387515,1.4002427,1.3499554,1.6451536,1.4733621,1.3095964,1.5887657,1.3912961,1.4097785,1.3973421,1.3100903,1.5311313,1.344367,1.4672649,1.268051,1.4079195,1.3257432,1.4333614,1.4960337,1.5291119,1.3192604,1.3247441,1.2488345,1.1766096,1.0310125,1.050238,0.95180607,1.0714334,1.0411699,0.9993725,1.0740654,0.78264046,1.0335422,1.0858744,1.0409728,1.0454966,1.0645903,1.4411999,1.073863
224687_at,0.8978864,0.8438871,1.6116862,2.136004,1.4971559,0.9807062,0.7973336,0.92416203,2.315938,1.186405,0.86075884,0.8876199,0.763211,1.1850634,1.1123253,1.2169878,1.0299745,2.2034929,1.3320005,0.97407293,1.6460788,1.1926843,1.2387462,1.2126365,0.9528227,1.3304954,0.9640257,1.0655258,0.9096423,0.90348935,0.9540814,1.1347766,1.2812625,1.008455,1.0639204,1.1812716,1.1386344,1.129867,0.91170293,64.653336,46.031113,42.494823,53.843777,35.741673,21.845108,40.097626,28.862133,43.287266,27.00389,38.621185,30.61647,45.60785,29.832273,28.856684
